,Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
10631,Croydon,5,h,PI,Ray,Eastern Metropolitan,11925.0,23.0,Maroondah,4.0,2.0,2.0,974.0,200.0,865000.0
10632,Croydon,4,h,SP,Barry,Eastern Metropolitan,11925.0,23.0,Maroondah,4.0,2.0,2.0,815.0,140.0,760000.0
10633,Croydon,3,h,S,Stockdale,Eastern Metropolitan,11925.0,23.0,Maroondah,3.0,1.0,2.0,802.0,105.0,725000.0
10635,Croydon,4,h,S,Barry,Eastern Metropolitan,11925.0,23.0,Maroondah,4.0,2.0,2.0,864.0,228.0,1120000.0
10638,Dandenong North,4,h,S,Hodges,South-Eastern Metropolitan,8322.0,24.7,Greater Dandenong,4.0,2.0,1.0,830.0,200.0,930000.0
10639,Deer Park,3,h,S,Barry,Western Metropolitan,6388.0,14.8,Brimbank,3.0,1.0,2.0,539.0,148.0,557000.0
10640,Deer Park,3,h,PI,Barry,Western Metropolitan,6388.0,14.8,Brimbank,3.0,1.0,2.0,697.0,135.0,650000.0
10642,Dingley Village,3,h,S,Buxton,South-Eastern Metropolitan,3940.0,22.2,Kingston,3.0,2.0,1.0,539.0,134.0,806000.0
10646,Doncaster,4,h,S,Philip,Eastern Metropolitan,9028.0,12.4,Manningham,4.0,3.0,2.0,674.0,250.0,1663000.0
10647,Doncaster East,4,h,S,Barry,Eastern Metropolitan,10999.0,14.3,Manningham,4.0,3.0,2.0,706.0,200.0,1310000.0
10648,Doncaster East,3,h,PI,Barry,Eastern Metropolitan,10999.0,14.3,Manningham,3.0,2.0,2.0,798.0,160.0,1530000.0
10651,Donvale,2,t,PI,Sell,Eastern Metropolitan,4790.0,16.1,Manningham,2.0,1.0,1.0,196.0,100.0,630000.0
10652,Eaglemont,3,h,VB,Nelson,Eastern Metropolitan,1651.0,8.9,Banyule,3.0,1.0,2.0,615.0,138.0,1300000.0
10653,Edithvale,5,h,SP,O'Brien,South-Eastern Metropolitan,2546.0,27.0,Kingston,5.0,6.0,3.0,900.0,178.0,1260000.0
10654,Eltham,3,h,S,Barry,Eastern Metropolitan,6990.0,18.0,Nillumbik,3.0,1.0,2.0,197.0,108.0,655000.0
10656,Elwood,1,u,S,Wilson,Southern Metropolitan,8989.0,7.2,Port Phillip,1.0,1.0,1.0,1192.0,44.0,435000.0
10658,Epping,3,h,SP,Ristic,Northern Metropolitan,10926.0,19.6,Whittlesea,3.0,2.0,2.0,375.0,155.0,490000.0
10660,Epping,3,u,S,Harcourts,Northern Metropolitan,10926.0,19.6,Whittlesea,3.0,1.0,1.0,227.0,101.0,392250.0
10661,Epping,2,h,S,Harcourts,Northern Metropolitan,10926.0,19.6,Whittlesea,2.0,1.0,1.0,157.0,102.0,417500.0
10662,Essendon,3,h,VB,Nelson,Western Metropolitan,9264.0,7.5,Moonee Valley,3.0,2.0,2.0,213.0,169.0,1000000.0
10664,Essendon,3,h,SP,Barry,Western Metropolitan,9264.0,7.5,Moonee Valley,3.0,2.0,1.0,445.0,182.0,1398000.0
10665,Ferntree Gully,3,t,S,Ray,Eastern Metropolitan,10788.0,24.8,Knox,3.0,2.0,1.0,219.0,138.0,664000.0
10666,Ferntree Gully,3,t,PI,LJ,Eastern Metropolitan,10788.0,24.8,Knox,3.0,2.0,2.0,1869.0,502.0,1900000.0
10667,Fitzroy,2,u,S,Nelson,Northern Metropolitan,5825.0,2.1,Yarra,2.0,1.0,2.0,6367.0,75.0,790000.0
10668,Fitzroy,2,u,S,Jellis,Northern Metropolitan,5825.0,2.1,Yarra,2.0,2.0,1.0,4421.0,84.0,830000.0
10669,Fitzroy,1,u,SP,hockingstuart,Northern Metropolitan,5825.0,2.1,Yarra,1.0,1.0,1.0,0.0,51.0,456000.0
10672,Frankston,3,h,S,O'Brien,South-Eastern Metropolitan,17055.0,38.0,Frankston,3.0,1.0,2.0,713.0,155.0,565000.0
10673,Frankston South,3,h,S,Ash,South-Eastern Metropolitan,7566.0,38.0,Frankston,3.0,1.0,2.0,835.0,118.0,810000.0
10674,Gladstone Park,4,h,SP,Barry,Western Metropolitan,3285.0,12.9,Hume,4.0,2.0,2.0,561.0,160.0,749000.0
10675,Glen Iris,1,u,PI,Woodards,Southern Metropolitan,10412.0,7.3,Stonnington,1.0,1.0,1.0,0.0,38.0,260000.0
10676,Glen Iris,1,u,SP,Thomson,Southern Metropolitan,10412.0,7.3,Stonnington,1.0,1.0,1.0,0.0,44.0,330000.0
10677,Glen Iris,2,u,S,Jellis,Southern Metropolitan,10412.0,7.3,Stonnington,2.0,1.0,1.0,2015.0,77.0,501000.0
10679,Glen Waverley,3,h,S,Harcourts,Eastern Metropolitan,15321.0,16.7,Monash,3.0,2.0,1.0,839.0,116.0,1070000.0
10680,Glenroy,4,h,S,RW,Northern Metropolitan,8870.0,11.2,Moreland,4.0,2.0,1.0,655.0,82.0,700000.0
10683,Glenroy,2,t,VB,Nelson,Northern Metropolitan,8870.0,11.2,Moreland,2.0,1.0,1.0,102.0,70.0,400000.0
10684,Glenroy,2,h,S,Eview,Northern Metropolitan,8870.0,11.2,Moreland,2.0,2.0,1.0,248.0,99.0,675000.0
10686,Greensborough,3,h,S,hockingstuart,Northern Metropolitan,8524.0,16.1,Banyule,3.0,2.0,2.0,743.0,147.0,866000.0
10689,Greenvale,5,h,SP,LJ,Northern Metropolitan,4864.0,20.4,Hume,5.0,3.0,2.0,544.0,332.0,800000.0
10690,Hadfield,3,h,S,Eview,Northern Metropolitan,2606.0,11.2,Moreland,3.0,1.0,1.0,626.0,122.0,735000.0
10691,Hadfield,2,t,S,Eview,Northern Metropolitan,2606.0,11.2,Moreland,2.0,2.0,1.0,201.0,111.0,595000.0
10695,Hampton East,2,t,S,McGrath,Southern Metropolitan,2356.0,13.8,Bayside,2.0,1.0,1.0,0.0,99.0,771000.0
10697,Hampton Park,3,h,PI,Stockdale,South-Eastern Metropolitan,8256.0,33.3,Casey,3.0,1.0,1.0,301.0,98.0,400000.0
10698,Hawthorn,1,u,S,Jellis,Southern Metropolitan,11308.0,5.3,Boroondara,1.0,1.0,1.0,0.0,49.0,455000.0
10699,Hawthorn East,2,u,SP,Marshall,Southern Metropolitan,6482.0,6.2,Boroondara,2.0,1.0,1.0,915.0,73.0,615888.0
10706,Highett,4,h,S,hockingstuart,Southern Metropolitan,4794.0,16.0,Bayside,4.0,2.0,2.0,680.0,680.0,1820000.0
10708,Hughesdale,5,h,S,Woodards,Southern Metropolitan,3145.0,12.3,Monash,5.0,2.0,3.0,548.0,157.0,1475000.0
10709,Ivanhoe,5,h,PI,Upper,Eastern Metropolitan,5549.0,7.8,Banyule,5.0,3.0,2.0,740.0,222.0,2100000.0
10712,Ivanhoe,2,h,S,Miles,Eastern Metropolitan,5549.0,7.8,Banyule,2.0,1.0,0.0,620.0,114.0,1320000.0
10713,Jacana,2,h,S,RW,Northern Metropolitan,851.0,14.0,Hume,2.0,1.0,1.0,662.0,98.0,575500.0
10715,Keilor,4,h,S,Nelson,Western Metropolitan,2339.0,14.5,Brimbank,4.0,2.0,2.0,531.0,138.0,635000.0
10717,Keilor Downs,3,h,S,Barry,Western Metropolitan,3656.0,15.5,Brimbank,3.0,1.0,4.0,650.0,100.0,620000.0
10718,Keilor East,5,h,SA,Nelson,Western Metropolitan,5629.0,11.7,Moonee Valley,5.0,3.0,2.0,596.0,176.0,1005000.0
10720,Keilor Park,3,h,S,Nelson,Western Metropolitan,1119.0,10.4,Brimbank,3.0,1.0,1.0,590.0,130.0,700000.0
10723,Kensington,2,u,VB,Alexkarbon,Northern Metropolitan,5263.0,3.4,Melbourne,2.0,2.0,1.0,2135.0,132.0,710000.0
10724,Kensington,1,u,SP,Edward,Northern Metropolitan,5263.0,3.4,Melbourne,1.0,1.0,1.0,0.0,60.0,390000.0
10726,Kew,3,h,PI,Noel,Southern Metropolitan,10331.0,5.4,Boroondara,3.0,1.0,1.0,404.0,113.0,1410000.0
10729,Lalor,3,h,S,Barry,Northern Metropolitan,8279.0,16.3,Whittlesea,3.0,2.0,1.0,655.0,120.0,710500.0
10730,Lalor,3,h,S,hockingstuart,Northern Metropolitan,8279.0,16.3,Whittlesea,3.0,1.0,2.0,604.0,102.0,752000.0
10731,Lalor,3,h,S,Ray,Northern Metropolitan,8279.0,16.3,Whittlesea,3.0,1.0,2.0,575.0,113.0,622000.0
10732,Maidstone,3,t,PI,Jas,Western Metropolitan,3873.0,6.4,Maribyrnong,3.0,2.0,2.0,159.0,128.0,650000.0
10733,Maidstone,2,u,S,Biggin,Western Metropolitan,3873.0,6.4,Maribyrnong,2.0,2.0,1.0,0.0,96.0,435000.0
10736,Maribyrnong,4,h,S,hockingstuart,Western Metropolitan,4918.0,4.3,Maribyrnong,4.0,1.0,3.0,697.0,155.0,1340000.0
10737,Meadow Heights,3,h,SP,Barry,Northern Metropolitan,4704.0,17.4,Hume,3.0,1.0,1.0,702.0,96.0,450000.0
10738,Meadow Heights,3,h,S,YPA,Northern Metropolitan,4704.0,17.4,Hume,3.0,1.0,2.0,570.0,112.0,440000.0
10740,Melton,4,h,PI,Ryder,Western Victoria,3600.0,31.7,Melton,4.0,2.0,2.0,1241.0,194.0,550000.0
10741,Melton,3,h,S,HAR,Western Victoria,3600.0,31.7,Melton,3.0,2.0,2.0,586.0,118.0,373500.0
10743,Mentone,2,u,S,Chisholm,South-Eastern Metropolitan,6162.0,20.0,Kingston,2.0,1.0,1.0,128.0,72.0,640000.0
10745,Mentone,3,t,S,hockingstuart,South-Eastern Metropolitan,6162.0,20.0,Kingston,3.0,1.0,2.0,331.0,157.9352,940000.0
10748,Mill Park,3,h,S,RW,Northern Metropolitan,10529.0,17.9,Whittlesea,3.0,2.0,2.0,840.0,161.0,705000.0
10749,Mill Park,4,h,S,Ray,Northern Metropolitan,10529.0,17.9,Whittlesea,4.0,2.0,2.0,530.0,186.0,790000.0
10751,Mill Park,5,h,S,Ray,Northern Metropolitan,10529.0,17.9,Whittlesea,5.0,3.0,2.0,656.0,130.0,704500.0
10752,Mill Park,4,h,S,Ray,Northern Metropolitan,10529.0,17.9,Whittlesea,4.0,2.0,1.0,531.0,175.0,550000.0
10753,Mill Park,5,h,S,Ray,Northern Metropolitan,10529.0,17.9,Whittlesea,5.0,3.0,1.0,531.0,122.0,598000.0
10754,Mill Park,3,h,S,Harcourts,Northern Metropolitan,10529.0,17.9,Whittlesea,3.0,1.0,1.0,622.0,128.0,592000.0
10755,Mill Park,3,h,S,Ray,Northern Metropolitan,10529.0,17.9,Whittlesea,3.0,1.0,1.0,546.0,136.0,602000.0
10758,Montrose,4,h,S,McGrath,Eastern Victoria,2493.0,28.8,Yarra Ranges,4.0,2.0,2.0,846.0,160.0,735000.0
10759,Moonee Ponds,1,h,S,hockingstuart,Western Metropolitan,6232.0,6.2,Moonee Valley,1.0,1.0,1.0,552.0,190.0,1425500.0
10761,Moonee Ponds,4,h,S,Jellis,Western Metropolitan,6232.0,6.2,Moonee Valley,4.0,1.0,3.0,478.0,152.0,1270000.0
10762,Mooroolbark,3,h,PI,iTRAK,Eastern Victoria,8280.0,26.5,Yarra Ranges,3.0,2.0,2.0,1103.0,126.8,650000.0
10763,Mordialloc,4,h,PI,Ray,South-Eastern Metropolitan,3650.0,21.5,Kingston,4.0,2.0,2.0,530.0,313.0,1400000.0
10764,Mordialloc,3,t,S,hockingstuart,South-Eastern Metropolitan,3650.0,21.5,Kingston,3.0,2.0,2.0,304.0,233.0,1627000.0
10768,Mount Waverley,3,h,PI,Jellis,Eastern Metropolitan,13366.0,14.2,Monash,3.0,1.0,1.0,717.0,153.0,1850000.0
10771,Murrumbeena,4,h,S,Buxton,Southern Metropolitan,4442.0,10.1,Glen Eira,4.0,2.0,1.0,632.0,265.0,1820000.0
10775,North Melbourne,2,u,S,Nelson,Northern Metropolitan,6821.0,1.8,Melbourne,2.0,2.0,1.0,0.0,95.0,785000.0
10778,Nunawading,2,u,S,Fletchers,Eastern Metropolitan,4973.0,15.4,Whitehorse,2.0,1.0,1.0,149.0,84.0,676000.0
10779,Nunawading,3,h,S,Fletchers,Eastern Metropolitan,4973.0,15.4,Whitehorse,3.0,1.0,2.0,598.0,143.0,1002000.0
10780,Nunawading,4,t,S,Noel,Eastern Metropolitan,4973.0,15.4,Whitehorse,4.0,3.0,2.0,289.0,170.0,1175000.0
10782,Oakleigh East,3,h,S,Buxton,Southern Metropolitan,2547.0,12.3,Monash,3.0,2.0,2.0,295.0,144.0,875000.0
10785,Oakleigh South,4,u,S,HAR,South-Eastern Metropolitan,3692.0,15.5,Monash,4.0,2.0,2.0,0.0,147.0,774000.0
10787,Ormond,1,u,S,Buxton,Southern Metropolitan,3578.0,11.4,Glen Eira,1.0,1.0,1.0,0.0,32.0,327000.0
10788,Ormond,4,h,S,Buxton,Southern Metropolitan,3578.0,11.4,Glen Eira,4.0,2.0,2.0,700.0,210.0,1900000.0
10789,Parkdale,4,h,S,Ray,South-Eastern Metropolitan,5087.0,21.5,Kingston,4.0,2.0,3.0,220.0,213.0,2185000.0
10791,Pascoe Vale,3,h,S,Nelson,Northern Metropolitan,7485.0,8.5,Moreland,3.0,2.0,1.0,330.0,226.0,1210000.0
10798,Reservoir,1,h,SP,Harcourts,Northern Metropolitan,21650.0,12.0,Darebin,1.0,1.0,1.0,168.0,63.0,351000.0
10804,Ringwood,4,h,S,Hoskins,Eastern Metropolitan,7785.0,19.9,Maroondah,4.0,2.0,2.0,1016.0,310.0,1725000.0
10805,Ringwood,2,h,S,Purplebricks,Eastern Metropolitan,7785.0,19.9,Maroondah,2.0,1.0,2.0,123.0,95.0,633000.0
10806,Ringwood East,4,h,S,Philip,Eastern Metropolitan,4407.0,21.3,Maroondah,4.0,1.0,2.0,894.0,115.0,1090000.0
10807,Rowville,4,h,S,HAR,South-Eastern Metropolitan,11667.0,23.5,Knox,4.0,2.0,2.0,675.0,190.0,936000.0
10808,Rowville,3,h,S,Harcourts,South-Eastern Metropolitan,11667.0,23.5,Knox,3.0,2.0,2.0,537.0,220.0,860000.0
10809,Sandringham,4,h,PI,McGrath,Southern Metropolitan,4497.0,15.2,Bayside,4.0,3.0,2.0,709.0,327.0,850000.0
10812,Seaford,4,h,VB,Harcourts,South-Eastern Metropolitan,8077.0,35.4,Frankston,4.0,2.0,0.0,1151.0,207.0,800000.0
10813,South Melbourne,3,h,S,Greg,Southern Metropolitan,5943.0,1.9,Port Phillip,3.0,2.0,2.0,81.0,137.0,1720000.0
10814,South Morang,3,h,S,Harcourts,Northern Metropolitan,7969.0,20.5,Whittlesea,3.0,2.0,2.0,545.0,196.0,690000.0
10815,South Morang,4,h,S,Iconek,Northern Metropolitan,7969.0,20.5,Whittlesea,4.0,2.0,2.0,613.0,332.0,875000.0
10816,South Morang,3,t,S,Harcourts,Northern Metropolitan,7969.0,20.5,Whittlesea,3.0,2.0,2.0,155.0,101.0,420000.0
10817,South Morang,4,h,S,Harcourts,Northern Metropolitan,7969.0,20.5,Whittlesea,4.0,2.0,2.0,609.0,195.0,677500.0
10818,South Yarra,2,u,PI,Noel,Southern Metropolitan,14887.0,2.7,Stonnington,2.0,1.0,1.0,876.0,62.0,600000.0
10819,South Yarra,2,u,S,hockingstuart,Southern Metropolitan,14887.0,2.7,Stonnington,2.0,1.0,1.0,17200.0,79.0,762500.0
10820,South Yarra,4,h,S,Greg,Southern Metropolitan,14887.0,2.7,Melbourne,4.0,2.0,1.0,176.0,216.0,1855500.0
10821,Spotswood,2,h,S,McGrath,Western Metropolitan,1223.0,6.2,Hobsons Bay,2.0,1.0,1.0,174.0,100.6,802000.0
10824,St Albans,4,h,S,Barry,Western Metropolitan,14042.0,14.0,Brimbank,4.0,1.0,3.0,559.0,158.0,631000.0
10826,St Albans,3,h,S,YPA,Western Metropolitan,14042.0,14.0,Brimbank,3.0,1.0,0.0,674.0,94.0,582000.0
10828,St Kilda,1,u,SP,Buxton,Southern Metropolitan,13240.0,5.0,Port Phillip,1.0,1.0,1.0,0.0,55.0,468000.0
10829,St Kilda,1,u,VB,Chisholm,Southern Metropolitan,13240.0,5.0,Port Phillip,1.0,1.0,1.0,548.0,44.4,470000.0
10831,Strathmore,3,u,VB,Nelson,Western Metropolitan,3284.0,8.2,Moonee Valley,3.0,2.0,2.0,288.0,94.0,750000.0
10833,Sunbury,4,h,PI,Brad,Western Metropolitan,14092.0,31.7,Hume,4.0,2.0,2.0,587.0,164.0,410000.0
10834,Sunbury,4,h,S,Raine,Western Metropolitan,14092.0,31.7,Hume,4.0,2.0,2.0,581.0,139.0,512500.0
10835,Sunshine,3,h,S,Douglas,Western Metropolitan,3755.0,10.5,Brimbank,3.0,1.0,2.0,508.0,111.0,830500.0
10837,Sunshine West,3,h,S,Barry,Western Metropolitan,6763.0,10.5,Brimbank,3.0,1.0,2.0,613.0,105.0,551000.0
10838,Sunshine West,3,h,S,Douglas,Western Metropolitan,6763.0,10.5,Brimbank,3.0,1.0,2.0,283.0,104.0,450000.0
10843,Templestowe,4,h,S,Barry,Eastern Metropolitan,6202.0,15.5,Manningham,4.0,3.0,2.0,896.0,215.0,1635000.0
10845,Templestowe Lower,3,h,S,Barry,Eastern Metropolitan,5420.0,12.4,Manningham,3.0,2.0,2.0,706.0,184.0,1138000.0
10846,The Basin,3,h,S,Ray,Eastern Metropolitan,1690.0,27.0,Knox,3.0,1.0,1.0,518.0,102.0,477000.0
10847,Thomastown,3,h,S,Ray,Northern Metropolitan,7955.0,15.3,Whittlesea,3.0,1.0,2.0,533.0,114.0,605000.0
10848,Thomastown,3,h,S,Harcourts,Northern Metropolitan,7955.0,15.3,Whittlesea,3.0,1.0,2.0,544.0,131.0,610000.0
10849,Thomastown,3,h,S,Harcourts,Northern Metropolitan,7955.0,15.3,Whittlesea,3.0,1.0,2.0,538.0,140.0,580000.0
10850,Thornbury,1,u,S,Harcourts,Northern Metropolitan,8870.0,7.0,Darebin,1.0,1.0,1.0,0.0,39.0,415000.0
10851,Thornbury,2,h,S,Nelson,Northern Metropolitan,8870.0,7.0,Darebin,2.0,1.0,0.0,225.0,100.0,905000.0
10854,Truganina,3,h,S,TRUE,Western Metropolitan,5811.0,18.4,Wyndham,3.0,2.0,2.0,347.0,134.0,451000.0
10856,Tullamarine,4,h,S,Jason,Western Metropolitan,3296.0,12.9,Hume,4.0,2.0,2.0,700.0,267.0,895000.0
10857,Tullamarine,4,h,SP,Stockdale,Western Metropolitan,3296.0,12.9,Hume,4.0,1.0,3.0,0.0,158.0,586000.0
10860,Wantirna South,4,h,S,Ray,Eastern Metropolitan,7082.0,14.7,Knox,4.0,2.0,2.0,652.0,203.0,1055000.0
10863,Werribee,3,h,S,YPA,Western Metropolitan,16166.0,14.7,Wyndham,3.0,2.0,2.0,847.0,143.0,529000.0
10864,Werribee,3,h,S,hockingstuart,Western Metropolitan,16166.0,14.7,Wyndham,3.0,1.0,0.0,531.0,100.0,484000.0
10865,West Melbourne,2,u,S,MICM,Northern Metropolitan,2230.0,3.1,Melbourne,2.0,1.0,1.0,17.0,90.0,670000.0
10866,West Melbourne,2,u,S,McGrath,Northern Metropolitan,2230.0,3.1,Melbourne,2.0,1.0,1.0,75.0,66.0,510000.0
10867,Westmeadows,3,h,VB,Barry,Northern Metropolitan,2474.0,16.5,Hume,3.0,1.0,2.0,542.0,107.0,410000.0
10871,Windsor,1,u,S,Buxton,Southern Metropolitan,4380.0,4.6,Stonnington,1.0,1.0,1.0,0.0,51.0,410000.0
10872,Wyndham Vale,4,h,S,hockingstuart,Western Metropolitan,5262.0,27.2,Wyndham,4.0,2.0,2.0,400.0,151.54,478000.0
10874,Yarraville,3,h,SP,Village,Western Metropolitan,6543.0,6.3,Maribyrnong,3.0,1.0,1.0,284.0,124.0,1285000.0
10876,Abbotsford,3,h,S,Nelson,Northern Metropolitan,4019.0,3.0,Yarra,3.0,1.0,0.0,142.0,130.0,1635000.0
10885,Altona,3,h,S,Barlow,Western Metropolitan,5301.0,11.0,Hobsons Bay,3.0,1.0,1.0,697.0,132.0,1225000.0
10887,Altona,3,u,SP,Barlow,Western Metropolitan,5301.0,11.0,Hobsons Bay,3.0,2.0,1.0,305.0,132.0,767000.0
10888,Altona Meadows,4,h,SP,Purplebricks,Western Metropolitan,7630.0,15.5,Hobsons Bay,4.0,2.0,2.0,749.0,180.9,810000.0
10890,Armadale,2,u,S,hockingstuart,Southern Metropolitan,4836.0,6.3,Stonnington,2.0,2.0,1.0,3093.0,75.0,821000.0
10892,Ashburton,4,t,S,Jellis,Southern Metropolitan,3052.0,10.2,Boroondara,4.0,3.0,2.0,267.0,190.0,1520000.0
10893,Ashburton,3,h,S,Jellis,Southern Metropolitan,3052.0,10.2,Boroondara,3.0,2.0,3.0,634.0,230.0,2299500.0
10897,Balwyn,4,h,S,Fletchers,Southern Metropolitan,5682.0,7.9,Boroondara,4.0,3.0,2.0,848.0,214.0,2360000.0
10899,Balwyn North,4,h,VB,hockingstuart,Southern Metropolitan,7809.0,9.7,Boroondara,4.0,2.0,2.0,433.0,185.0,1460000.0
10907,Bentleigh,4,t,S,Buxton,Southern Metropolitan,6795.0,11.4,Glen Eira,4.0,3.0,2.0,306.0,200.0,1280000.0
10908,Bentleigh,4,t,S,Buxton,Southern Metropolitan,6795.0,11.4,Glen Eira,4.0,3.0,2.0,429.0,262.0,1750000.0
10911,Berwick,4,h,S,O'Brien,Eastern Victoria,17093.0,35.2,Casey,4.0,2.0,2.0,670.0,185.0,683000.0
10913,Blackburn,3,h,S,Noel,Eastern Metropolitan,5713.0,13.4,Whitehorse,3.0,1.0,2.0,492.0,124.0,1100000.0
10914,Blackburn North,4,h,PI,Jellis,Eastern Metropolitan,2867.0,13.4,Whitehorse,4.0,2.0,2.0,580.0,161.0,1250000.0
10919,Briar Hill,3,h,S,Buckingham,Eastern Metropolitan,1390.0,16.1,Banyule,3.0,1.0,2.0,905.0,183.0,830000.0
10920,Brighton,5,h,VB,Buxton,Southern Metropolitan,10579.0,10.5,Bayside,5.0,3.0,2.0,818.0,826.8367,3000000.0
10923,Brighton,4,h,PI,Buxton,Southern Metropolitan,10579.0,10.5,Bayside,4.0,4.0,4.0,508.0,465.0,4050000.0
10924,Brighton,4,h,SP,Marshall,Southern Metropolitan,10579.0,10.5,Bayside,4.0,2.0,1.0,396.0,175.0,2210000.0
10928,Brighton East,3,h,SP,Buxton,Southern Metropolitan,6938.0,10.3,Bayside,3.0,1.0,2.0,605.0,181.0,1680000.0
10929,Brighton East,2,u,S,Hodges,Southern Metropolitan,6938.0,10.3,Bayside,2.0,1.0,2.0,275.0,106.0,890000.0
10931,Broadmeadows,3,h,S,Ray,Northern Metropolitan,4294.0,14.0,Hume,3.0,1.0,4.0,697.0,100.0,632000.0
10932,Brunswick,3,h,S,Nelson,Northern Metropolitan,11918.0,5.2,Moreland,3.0,1.0,1.0,302.0,91.0,1310000.0
10934,Brunswick West,4,h,VB,Jellis,Northern Metropolitan,7082.0,5.2,Moreland,4.0,2.0,3.0,444.0,256.0,1500000.0
10935,Bulleen,4,h,S,Jellis,Eastern Metropolitan,4480.0,10.8,Manningham,4.0,3.0,4.0,646.0,320.0,1751000.0
10939,Bundoora,4,t,S,Morrison,Northern Metropolitan,10175.0,12.1,Whittlesea,4.0,2.0,1.0,287.0,152.0,685000.0
10941,Bundoora,4,h,S,Barry,Northern Metropolitan,10175.0,12.1,Whittlesea,4.0,1.0,2.0,542.0,130.0,725000.0
10942,Bundoora,2,t,S,Barry,Northern Metropolitan,10175.0,12.1,Darebin,2.0,1.0,2.0,90.0,90.0,505000.0
10944,Bundoora,4,h,S,Ray,Northern Metropolitan,10175.0,12.1,Whittlesea,4.0,2.0,2.0,760.0,366.0,1253000.0
10946,Burwood,4,h,SA,Fletchers,Southern Metropolitan,5678.0,10.4,Whitehorse,4.0,2.0,1.0,627.0,196.0,1390000.0
10954,Canterbury,4,h,SA,Kay,Southern Metropolitan,3265.0,8.4,Boroondara,4.0,2.0,2.0,650.0,275.0,2725000.0
10957,Caroline Springs,4,h,S,Barry,Western Metropolitan,7719.0,14.8,Melton,4.0,2.0,2.0,463.0,307.0,870000.0
10959,Carrum Downs,3,h,S,O'Brien,South-Eastern Metropolitan,8060.0,34.9,Frankston,3.0,2.0,2.0,779.0,147.0,552500.0
10961,Caulfield North,4,h,PI,Marshall,Southern Metropolitan,6923.0,7.8,Glen Eira,4.0,2.0,2.0,494.0,176.0,1925000.0
10962,Chadstone,4,h,S,Woodards,Southern Metropolitan,3582.0,11.7,Monash,4.0,2.0,1.0,402.0,131.0,995000.0
10965,Cheltenham,4,h,PI,Barry,Southern Metropolitan,9758.0,17.9,Bayside,4.0,2.0,4.0,679.0,190.0,1200000.0
10968,Clarinda,4,h,S,Woodards,South-Eastern Metropolitan,2727.0,17.5,Kingston,4.0,2.0,2.0,625.0,625.0,1241000.0
10969,Clayton,4,h,SP,Ray,South-Eastern Metropolitan,5837.0,16.7,Monash,4.0,1.0,1.0,711.0,96.0,1250000.0
10970,Clayton,3,h,S,Nelson,South-Eastern Metropolitan,5837.0,16.7,Monash,3.0,1.0,1.0,270.0,218.0,729500.0
10972,Collingwood,2,u,S,Jellis,Northern Metropolitan,4553.0,2.0,Yarra,2.0,1.0,1.0,0.0,60.0,560000.0
10973,Craigieburn,4,h,S,Ray,Northern Metropolitan,15510.0,20.6,Hume,4.0,2.0,2.0,482.0,207.0,565000.0
10974,Craigieburn,4,h,S,YPA,Northern Metropolitan,15510.0,20.6,Hume,4.0,2.0,2.0,756.0,222.0,615000.0
10975,Craigieburn,4,h,SP,Stockdale,Northern Metropolitan,15510.0,20.6,Hume,4.0,2.0,2.0,400.0,171.0,548000.0
10976,Craigieburn,3,h,SP,Stockdale,Northern Metropolitan,15510.0,20.6,Hume,3.0,2.0,6.0,1005.0,160.0,716000.0
10979,Croydon,3,h,SP,Fletchers,Eastern Metropolitan,11925.0,23.0,Maroondah,3.0,2.0,2.0,269.0,150.0,730000.0
10983,Croydon North,3,h,S,Jellis,Eastern Metropolitan,2985.0,23.0,Maroondah,3.0,2.0,2.0,507.0,128.0,766000.0
10986,Deepdene,4,t,S,Fletchers,Southern Metropolitan,892.0,7.9,Boroondara,4.0,2.0,1.0,254.0,172.0,1680000.0
10988,Delahey,3,h,S,YPA,Western Metropolitan,2898.0,18.0,Brimbank,3.0,2.0,2.0,358.0,106.0,475000.0
10990,Diamond Creek,3,h,S,Morrison,Northern Victoria,4258.0,21.8,Nillumbik,3.0,2.0,3.0,790.0,135.0,815000.0
10991,Diggers Rest,6,h,S,Leading,Western Metropolitan,1184.0,27.7,Melton,6.0,3.0,1.0,850.0,254.0,615000.0
10996,Donvale,5,h,S,Jellis,Eastern Metropolitan,4790.0,16.1,Manningham,5.0,3.0,3.0,785.0,252.0,1328000.0
10997,East Melbourne,2,u,SP,Caine,Northern Metropolitan,3040.0,1.3,Melbourne,2.0,2.0,1.0,997.0,92.0,1300000.0
10999,Eltham,4,h,S,Jellis,Eastern Metropolitan,6990.0,18.0,Nillumbik,4.0,2.0,2.0,573.0,180.0,762000.0
11001,Eltham North,3,h,S,Fletchers,Eastern Metropolitan,2346.0,18.0,Nillumbik,3.0,2.0,2.0,812.0,129.0,900000.0
11004,Elwood,4,h,S,Marshall,Southern Metropolitan,8989.0,7.2,Port Phillip,4.0,2.0,3.0,558.0,174.0,3175000.0
11005,Elwood,2,u,S,Biggin,Southern Metropolitan,8989.0,7.2,Port Phillip,2.0,1.0,1.0,3256.0,74.0,520000.0
11011,Essendon,4,h,S,Nelson,Western Metropolitan,9264.0,7.5,Moonee Valley,4.0,2.0,3.0,951.0,238.0,2165000.0
